City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
521,Sanming,CN,69.28,26.2486,117.6186,
522,Jalu,LY,62.22,29.0331,21.5482,
523,Noumea,NC,84.18,-22.2763,166.4572,
524,Nyakahanga,TZ,57.72,-1.6033,31.1414,
525,Puerto Escondido,MX,81.43,15.85,-97.0667,
526,Namatanai,PG,86.25,-3.6667,152.4333,
527,Huejuquilla El Alto,MX,58.86,22.6,-103.8667,
528,Puerto Ayacucho,VE,78.17,5.6639,-67.6236,
529,Biltine,TD,72.03,14.5333,20.9167,
530,Sovetskoye,RU,28.04,52.2861,85.4131,
531,Benjamin Constant,BR,77.13,-4.3831,-70.0311,
532,Puerto Cabezas,NI,76.57,14.0351,-83.3888,
533,Sant Julia De Loria,AD,50.32,42.4625,1.4825,
534,Santa Rosa,PH,89.1,14.3122,121.1114,
535,Dioknisi,GE,41.7,41.6293,42.3917,
536,Vilyuysk,RU,-18.42,63.7553,121.6247,
537,Petersburg,US,44.2,37.2279,-77.4019,
538,Pacific Grove,US,57.02,36.6177,-121.9166,
539,Alice Springs,AU,74.75,-23.7,133.8833,
540,Meulaboh,ID,75.16,4.1363,96.1285,
541,Huarmey,PE,64.4,-10.0681,-78.1522,
542,Assomada,CV,71.15,15.1,-23.6833,
543,Poronaysk,RU,33.28,49.2167,143.1167,
544,Alekseyevsk,RU,25.56,57.8406,108.3492,
545,Banda Aceh,ID,76.5,5.5577,95.3222,
546,Darnah,LY,63.16,32.767,22.6367,
547,Bauchi,NG,67.23,10.5,10.0,
548,Canton,CN,76.95,23.1167,113.25,
549,Gondar,ET,56.37,12.6,37.4667,
550,Carballo,ES,53.87,43.213,-8.691,
551,Whitianga,NZ,67.33,-36.8333,175.7,
552,Carahue,CL,51.33,-38.7,-73.1667,
553,Asau,RO,42.28,46.4333,26.4,
554,Bambanglipuro,ID,79.81,-7.95,110.2833,
555,Adrar,MR,71.24,20.5022,-10.0711,
556,Olinda,BR,80.33,-8.0089,-34.8553,
557,Varhaug,NO,50.68,58.6147,5.6457,
558,Ayorou,NE,78.96,14.7308,0.9174,
559,Katsuyama,JP,55.76,36.0617,136.501,
560,Iztapa,GT,78.48,13.9333,-90.7075,
561,Srednekolymsk,RU,-23.64,67.45,153.6833,
562,Kalundborg,DK,51.35,55.6795,11.0886,
563,Yerbogachen,RU,-17.03,61.2767,108.0108,
564,Verkhnechusovskiye Gorodki,RU,24.84,58.1671,57.1086,
565,Jining,CN,45.99,35.405,116.5814,
566,Qaqortoq,GL,34.38,60.7167,-46.0333,
567,Srandakan,ID,79.77,-7.9386,110.2506,
568,Coari,BR,80.8,-4.085,-63.1414,
569,Sioux Lookout,CA,19.47,50.1001,-91.917,
570,Entre Rios,BR,70.29,-11.9419,-38.0844,
571,Vaasa,FI,32.02,63.096,21.6158,
572,Ambovombe,MG,68.83,-25.1667,46.0833,
573,Lakhimpur,IN,60.57,27.95,80.7667,
574,Namie,JP,59.99,37.4833,141.0,
575,Kudahuvadhoo,MV,79.3,2.6708,72.8944,
576,Bilibino,RU,1.45,68.0546,166.4372,
577,Chester,US,40.01,40.1254,-75.8749,
578,Aleksandrovsk-Sakhalinskiy,RU,26.94,50.8975,142.1561,
579,Taksimo,RU,5.94,56.3444,114.8794,
580,Vikulovo,RU,32.32,56.8167,70.6107,
581,Minnedosa,CA,10.96,50.2453,-99.8436,
582,Jaciara,BR,75.13,-15.9653,-54.9683,
583,Mnichovo Hradiste,CZ,47.66,50.5272,14.9713,
584,Nichinan,JP,67.68,31.6,131.3667,
585,Brooks,CA,23.04,50.5834,-111.8851,
586,Camargo,MX,66.33,27.6667,-105.1667,
587,Lahr,DE,43.66,48.35,7.8667,
588,Omsukchan,RU,-5.73,62.5333,155.8,
589,Trairi,BR,79.54,-3.2778,-39.2689,
590,Kommunar,RU,34.45,59.6206,30.39,
591,Moyale,KE,66.06,3.5167,39.0584,
592,Lata,PT,59.92,40.1629,-8.3327,
593,Raudeberg,NO,51.87,61.9875,5.1352,
594,San Julian,MX,61.63,21.0167,-102.1667,
595,Alekseyevka,RU,39.0,50.6309,38.6903,
596,Matane,CA,34.83,48.8286,-67.522,
597,Mayo,US,45.09,38.8876,-76.5119,
598,Maine-Soroa,NE,71.06,13.2114,12.0241,
599,Pithoro,PK,71.85,25.5167,69.3833,
600,Frankfort,ZA,52.77,-27.2667,28.4833,
601,Durango,MX,59.4,24.8333,-104.8333,
602,Jaca,ES,49.98,42.569,-0.5499,
603,Kjollefjord,NO,33.85,70.9457,27.3465,
604,Kaili,ID,72.3,-3.4626,120.2147,
605,Baltasi,RU,31.24,56.3462,50.2062,
606,Gazanjyk,TM,51.76,39.2446,55.5154,
607,Dauphin,CA,15.94,51.1494,-100.0502,
608,Saldanha,ZA,55.45,-33.0117,17.9442,
609,Araioses,BR,79.52,-2.89,-41.9031,
610,Moose Factory,CA,24.8,51.2585,-80.6094,
611,Salinopolis,BR,79.38,-0.6136,-47.3561,
612,Teguldet,RU,32.36,57.3064,88.1667,
613,Loding,NO,39.11,67.3,14.75,
614,Casablanca,MA,73.33,33.5928,-7.6192,
615,Rabaul,PG,83.79,-4.1967,152.1721,
616,Pinawa,CA,11.62,50.1489,-95.8811,
617,Klyuchi,RU,31.21,52.2667,79.1667,
618,Virginia Beach,US,49.01,36.8529,-75.978,
619,Palmer,US,42.62,42.1584,-72.3287,
620,Kolokani,ML,78.19,13.5728,-8.0339,
621,Kovdor,RU,17.71,67.5662,30.4758,
622,Ritchie,ZA,59.63,-29.038,24.6028,
623,Inuvik,CA,14.86,68.3499,-133.7218,
624,Touros,BR,78.08,-5.1989,-35.4608,
625,Binzhou,CN,44.15,37.3667,118.0167,
626,Leshukonskoye,RU,22.86,64.8989,45.7622,
627,Ketchikan,US,46.87,55.3422,-131.6461,
628,Carlsbad,US,62.01,33.1581,-117.3506,
629,Saint-Paul,RE,71.71,-21.0096,55.2707,
630,Dno,RU,41.22,57.8277,29.9637,
631,Mgandu,TZ,67.28,-5.95,34.1333,
632,Contamana,PE,84.87,-7.3333,-75.0167,
633,Wuan,CN,47.55,31.6836,112.0044,
634,Podor,MR,83.61,16.6527,-14.9587,
635,Puerto Madryn,AR,66.52,-42.7692,-65.0385,
636,Xapuri,BR,79.81,-10.6517,-68.5044,
637,Normandin,CA,28.71,48.8333,-72.5321,
638,Teguise,ES,62.82,29.0605,-13.564,
639,Bereda,ES,51.42,43.2686,-7.5406,
640,Bicholim,IN,75.85,15.5869,73.9462,
641,Bubaque,GW,82.53,11.2833,-15.8333,
642,Playas,EC,68.77,-2.6333,-80.3833,
643,Novoderevyankovskaya,RU,44.17,46.3231,38.7472,
644,Hauterive,FR,54.36,46.0901,3.4459,
645,Acapulco,MX,82.22,16.8634,-99.8901,
646,Buala,SB,85.87,-8.145,159.5921,
647,Karakol,KG,25.09,42.4907,78.3936,
648,San Cristobal,VE,66.38,7.7669,-72.225,
649,Pemberton,CA,37.09,50.3164,-122.8027,
650,Senador Jose Porfirio,BR,75.06,-2.5908,-51.9542,
651,Mercedes,AR,64.63,-34.6515,-59.4307,
652,Tefe,BR,81.28,-3.3542,-64.7114,
653,Chapais,CA,20.98,49.7834,-74.8492,
654,Luganville,VU,82.99,-15.5333,167.1667,
655,Prabumulih,ID,77.81,-3.45,104.25,
656,Tutoia,BR,79.47,-2.7619,-42.2744,
657,Malanville,BJ,75.74,11.8685,3.3899,
658,Slonim,BY,39.94,53.0867,25.3219,
659,Rawah,IQ,61.14,34.4816,41.9093,
660,Bemidji,US,22.77,47.4736,-94.8803,
661,Ust-Kuyga,RU,-29.15,70.0167,135.6,
662,Aksarayskiy,RU,44.98,46.7924,48.0119,
663,Dergachi,RU,36.03,51.2328,48.7659,
664,Tadine,NC,77.94,-21.55,167.8833,
665,Wainwright,CA,21.58,52.839,-110.8572,
666,Uruzgan,AF,42.49,32.8333,66.0,
667,Ayan,RU,23.88,56.45,138.1667,
668,Puri,IN,66.72,19.8,85.85,
669,Sabang,ID,76.57,5.8933,95.3214,
670,San Vicente,AR,62.78,-26.6167,-54.1333,
671,Antofagasta,CL,61.88,-23.65,-70.4,
672,Sorland,NO,42.66,67.667,12.6934,
673,Macon,US,30.87,39.8667,-88.9668,
674,Nizhniy Ingash,RU,33.08,56.2,96.53,
675,Severomuysk,RU,1.33,56.1481,113.4267,
676,Boysun,UZ,36.75,38.2061,67.1986,
677,Calhoun,US,34.11,42.2506,-85.0005,
678,Turukhansk,RU,-10.17,65.8167,87.9833,
679,Rio Cuarto,AR,60.57,-33.1307,-64.3499,
680,Mogadishu,SO,78.26,2.0371,45.3438,
681,Zhigansk,RU,-30.82,66.7697,123.3711,
682,Escalerillas,MX,57.07,22.1333,-101.0667,
683,La Ronge,CA,17.85,55.1001,-105.2842,
684,Yanam,IN,75.18,16.7333,82.2167,
685,Ewo,CG,71.31,-0.8725,14.8206,
686,Tchollire,CM,71.44,8.4022,14.1698,
687,Nanga Eboko,CM,70.59,4.6833,12.3667,
688,Keelung,TW,78.69,25.1283,121.7419,
689,Flin Flon,CA,8.37,54.7682,-101.865,
690,Gaoua,BF,76.89,10.2992,-3.2508,
691,Dubti,ET,75.49,11.7361,41.0853,
692,Abu Samrah,SY,59.0,35.3029,37.1841,
693,Moranbah,AU,90.1,-22.0016,148.0466,
694,Svetlogorsk,BY,36.21,52.6333,29.7333,
695,Iralaya,HN,79.86,15.0,-83.2333,
