City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
243,Sungaipenuh,ID,64.83,-2.0833,101.3833,
244,Jacqueville,CI,79.56,5.2052,-4.4146,
245,Auki,SB,85.98,-8.7676,160.7034,
246,Kutum,SD,61.21,14.2,24.6667,
247,Chara,RU,9.32,56.9064,118.2631,
248,Leningradskiy,RU,-11.22,69.3833,178.4167,
249,Bambous Virieux,MU,72.21,-20.3428,57.7575,
250,Bindura,ZW,66.45,-17.3019,31.3306,
251,Hukuntsi,BW,64.65,-24.0,21.75,
252,Narsaq,GL,50.22,60.9167,-46.05,
253,Uvarovka,RU,35.71,55.5278,35.6061,
254,Menongue,AO,67.03,-14.6585,17.691,
255,Kroya,ID,80.82,-7.6331,109.2461,
256,Malinovoye Ozero,RU,32.63,51.6753,79.7825,
257,Kupang,ID,85.62,-10.1667,123.5833,
258,Liverpool,GB,52.75,53.4106,-2.9779,
259,Quatre Cocos,MU,72.09,-20.2078,57.7625,
260,Itaituba,BR,80.04,-4.2761,-55.9836,
261,Kodiak,US,42.31,57.79,-152.4072,
262,Roebourne,AU,82.78,-20.7833,117.1333,
263,Hamilton,US,37.09,39.1834,-84.5333,
264,Porlamar,VE,80.49,10.958,-63.8491,
265,Northam,GB,57.38,51.0333,-4.2167,
266,Clyde River,CA,-0.17,70.4692,-68.5914,
267,Findlay,US,36.25,41.0442,-83.6499,
268,Arcata,US,51.19,40.8665,-124.0828,
269,Sokolo,ML,83.68,14.7328,-6.1219,
270,Mar Del Plata,AR,64.87,-38.0023,-57.5575,
271,Khash,IR,52.77,28.2211,61.2158,
272,Odweyne,SO,66.11,9.4092,45.064,
273,Austin,US,53.83,30.2672,-97.7431,
274,Gannan,CN,26.74,47.9147,123.5031,
275,Baykit,RU,-0.13,61.67,96.37,
276,Lagunas,PE,81.79,-5.2269,-75.6753,
277,Kahului,US,84.22,20.8947,-156.47,
278,Mollendo,PE,64.24,-17.0231,-72.0147,
279,Port Blair,IN,77.04,11.6667,92.75,
280,Narasannapeta,IN,68.11,18.4167,84.05,
281,Lenine,UA,47.16,45.2986,35.7771,
282,Kabompo,ZM,64.89,-13.5927,24.2008,
283,Avera,US,44.11,33.194,-82.5271,
284,Deputatskiy,RU,-24.05,69.3,139.9,
285,Alofi,NU,80.49,-19.0595,-169.9187,
286,Waipawa,NZ,60.69,-41.4122,175.5153,
287,Hearst,CA,23.25,49.6835,-83.6665,
288,Makat,KZ,42.93,47.6469,53.3463,
289,Hitiaa,PF,75.22,-17.6,-149.3,
290,Tshela,CD,68.76,-4.9833,12.9333,
291,Manavalakurichi,IN,77.2,8.1333,77.3,
292,Okha,RU,21.65,53.5739,142.9478,
293,Skovorodino,RU,14.45,53.9833,123.9167,
294,Tashtagol,RU,23.32,52.7657,87.8894,
295,Coquimbo,CL,58.73,-29.9533,-71.3436,
296,Anadyr,RU,10.9,64.75,177.4833,
297,Thompson,CA,3.6,55.7435,-97.8558,
298,Ngunguru,NZ,64.87,-35.6167,174.5,
299,Saint Anthony,US,27.25,45.0205,-93.218,
300,Tulsipur,NP,55.92,28.131,82.2973,
301,Pedernales,DO,80.13,18.0384,-71.744,
302,Manuk Mangkaw,PH,82.62,4.8,119.85,
303,Ostrovnoy,RU,30.74,68.0531,39.5131,
304,Biak,ID,83.46,-0.9131,122.8766,
305,Santa Cruz Del Norte,CU,78.49,23.1539,-81.9236,
306,Marzuq,YE,61.23,14.4,46.4667,
307,Nemuro,JP,42.33,43.3236,145.575,
308,Milas,TR,45.75,37.3164,27.7839,
309,Savannah Bight,HN,81.63,16.45,-85.85,
310,Ambon,ID,84.34,-3.6954,128.1814,
311,Vardo,NO,31.98,70.3705,31.1107,
312,Saposoa,PE,80.08,-6.934,-76.7716,
313,Gat,IL,71.4,31.61,34.7642,
314,Pimentel,PE,63.01,-6.8367,-79.9342,
315,Pangnirtung,CA,5.59,66.1451,-65.7125,
316,Trat,TH,78.75,12.5,102.5,
317,Akdepe,TM,53.69,42.0551,59.3788,
318,Boyolangu,ID,81.48,-8.1181,111.8935,
319,Poya,NC,81.84,-21.35,165.15,
320,Mangrol,IN,75.2,21.1167,70.1167,
321,Dzheguta,RU,37.47,43.9671,42.0426,
322,Beringovskiy,RU,17.11,63.05,179.3167,
323,Pochutla,MX,79.83,15.7432,-96.4661,
324,Monrovia,LR,76.77,6.3005,-10.7969,
325,Shenxian,CN,45.86,36.2411,115.6672,
326,San Quintin,MX,60.53,30.4833,-115.95,
327,Mayumba,GA,76.44,-3.432,10.6554,
328,Berlevag,NO,33.8,70.8578,29.0864,
329,Artvin,TR,44.67,41.1667,41.8333,
330,Shouguang,CN,44.58,36.88,118.7375,
331,Marquard,ZA,51.8,-28.6645,27.4305,
332,Tuatapere,NZ,69.58,-46.1333,167.6833,
333,Souillac,MU,71.98,-20.5167,57.5167,
334,Dali,CN,52.09,25.7,100.1833,
335,Tarko-Sale,RU,-11.94,64.9225,77.785,
336,Norman Wells,CA,12.24,65.282,-126.8329,
337,Sao Filipe,CV,76.33,14.8961,-24.4956,
338,Port Augusta,AU,65.48,-32.5,137.7667,
339,Xining,CN,30.78,36.6167,101.7667,
340,Padang,ID,77.05,-0.9492,100.3543,
341,Grindavik,IS,45.07,63.8424,-22.4338,
342,Kaabong,UG,66.33,3.4836,34.1492,
343,Teknaf,BD,69.3,20.8624,92.3058,
344,Otane,NZ,64.0,-39.8833,176.6333,
345,Totma,RU,26.33,59.9747,42.7642,
346,Ampanihy,MG,72.16,-24.7,44.75,
347,Airai,TL,73.22,-8.9266,125.4092,
348,Ponta Delgada,PT,65.12,37.7333,-25.6667,
349,Qandala,SO,75.96,11.472,49.8728,
350,Lompoc,US,60.94,34.6391,-120.4579,
351,Comodoro Rivadavia,AR,53.46,-45.8667,-67.5,
352,Vangaindrano,MG,71.8,-23.35,47.6,
353,Walvis Bay,,59.09,-22.9575,14.5053,
354,Antalaha,MG,71.46,-14.9003,50.2788,
355,Egvekinot,RU,-2.45,66.3167,-179.1667,
356,Shingu,JP,61.52,33.7333,135.9833,
357,Moroni,KM,75.13,-11.7022,43.2551,
358,Santa Cruz,BO,80.06,-17.8,-63.1667,
359,Zhangye,CN,33.64,38.9342,100.4517,
360,Slave Lake,CA,33.78,55.2834,-114.769,
361,Basse,DE,45.25,52.5518,9.5069,
362,Alanya,TR,51.93,36.5438,31.9998,
363,Manado,ID,88.57,1.487,124.8455,
364,Ligayan,PH,82.47,4.6533,119.4706,
365,Didwana,IN,66.4,27.4,74.5667,
366,Chicama,PE,61.34,-7.8447,-79.1469,
367,Wajir,KE,77.45,1.7471,40.0573,
368,Latung,PH,82.58,5.5,120.8833,
369,Itupiranga,BR,82.72,-5.1347,-49.3267,
370,Porto Nacional,BR,80.6,-10.7081,-48.4172,
371,Cap Malheureux,MU,72.46,-19.9842,57.6142,
372,Emerald,AU,85.33,-23.5333,148.1667,
373,Leh,IN,25.05,34.1667,77.5833,
374,Cumra,TR,35.74,37.5732,32.7745,
375,Malacky,SK,44.02,48.436,17.0219,
376,Priamurskiy,RU,23.41,48.5217,134.9028,
377,Port Hawkesbury,CA,46.58,45.6169,-61.3485,
378,Suihua,CN,25.3,46.6406,126.9969,
379,Llanes,ES,62.89,43.4198,-4.7549,
380,Manokwari,ID,79.12,-0.8667,134.0833,
381,Nsanje,MW,76.68,-16.92,35.262,
382,Namibe,AO,64.98,-15.1961,12.1522,
383,Salalah,OM,75.29,17.0151,54.0924,
384,Nikolayevsk-Na-Amure,RU,20.66,53.1406,140.73,
385,Kieta,PG,85.73,-6.2167,155.6333,
386,Nhulunbuy,AU,90.21,-12.2333,136.7667,
387,Ust-Ishim,RU,32.67,57.6935,71.1665,
388,Simbahan,PH,83.25,6.3032,120.5836,
389,Muriti,TZ,71.01,-1.9833,32.9167,
390,Udachnyy,RU,-24.56,66.4167,112.4,
391,Ambilobe,MG,71.56,-13.2,49.05,
392,College,US,37.72,64.8569,-147.8028,
393,Vila Franca Do Campo,PT,64.81,37.7167,-25.4333,
394,Constitucion,CL,53.46,-35.3333,-72.4167,
395,Algiers,DZ,53.42,36.7525,3.042,
396,Mountain Home,US,33.28,43.133,-115.6912,
397,Bandarbeyla,SO,77.0,9.4942,50.8122,
398,Kitimat,CA,34.18,54.0524,-128.6534,
399,Turinskaya Sloboda,RU,30.43,57.6232,64.3858,
400,Havre-Saint-Pierre,CA,30.2,50.2334,-63.5986,
401,Quarai,BR,64.29,-30.3875,-56.4514,
402,Trinidad,BO,81.28,-14.8333,-64.9,
403,Lima,PE,63.9,-12.0432,-77.0282,
404,Fairbanks,US,37.74,64.8378,-147.7164,
405,Beira,MZ,80.69,-19.8436,34.8389,
406,Halifax,CA,49.21,44.6453,-63.5724,
407,Kokstad,ZA,48.67,-30.5472,29.4241,
408,Champerico,GT,79.86,14.3,-91.9167,
409,Codrington,AU,54.43,-38.2667,141.9667,
410,Sola,VU,81.09,-13.8833,167.55,
411,Tres Arroyos,AR,56.8,-38.3739,-60.2798,
412,Koumac,NC,78.48,-20.5667,164.2833,
413,Blagoyevo,RU,21.65,63.3667,47.9167,
414,Inhambane,MZ,73.51,-23.865,35.3833,
415,Tromso,NO,41.02,69.6496,18.957,
416,Komsomolskiy,UZ,32.72,40.4272,71.7189,
417,Kigorobya,UG,66.16,1.6162,31.3089,
418,Najran,SA,59.25,17.4924,44.1277,
419,Mount Isa,AU,83.97,-20.7333,139.5,
420,Marfino,RU,34.09,55.7028,37.3822,
421,Goderich,CA,37.9,43.7501,-81.7165,
422,Eureka,US,49.93,40.8021,-124.1637,
423,Malanje,AO,60.62,-9.5402,16.341,
424,Tagab,AF,43.45,34.855,69.6492,
425,Muli,MV,78.94,2.9167,73.5667,
426,Hofn,IS,48.07,64.2539,-15.2082,
427,Saint-Georges,GD,82.08,12.0564,-61.7485,
428,Sao Jose Da Coroa Grande,BR,76.82,-8.8978,-35.1478,
429,Doka,SD,76.24,13.5167,35.7667,
430,Cartagena,CO,80.22,10.3997,-75.5144,
431,Vostok,RU,22.75,46.4856,135.8833,
432,Patti,IN,62.67,31.2808,74.8572,
433,Omboue,GA,75.4,-1.5746,9.2618,
434,Xichang,CN,52.02,27.8964,102.2634,
435,Popondetta,PG,91.4,-8.7537,148.2534,
436,Siniscola,IT,51.35,40.5719,9.6922,
437,Andenes,NO,44.58,69.3143,16.1194,
438,Canita,PA,74.66,9.2097,-78.8811,
439,Swellendam,ZA,57.16,-34.0226,20.4417,
440,Jalingo,NG,76.57,8.8833,11.3667,
441,Santa Barbara,US,55.99,34.7333,-120.0343,
442,Rocha,UY,65.75,-34.4833,-54.3333,
443,Barhi,IN,56.7,23.9,80.8,
444,Mandalgovi,MN,25.02,45.7625,106.2708,
445,Ballina,AU,80.02,-28.8667,153.5667,
446,Port Moresby,PG,87.22,-9.4431,147.1797,
447,Necochea,AR,59.79,-38.5473,-58.7368,
448,Zyryanka,RU,-23.98,65.75,150.85,
449,Cockburn Town,TC,80.83,21.4612,-71.1419,
450,Ola,RU,8.19,59.5833,151.2833,
451,Nabire,ID,78.03,-3.3667,135.4833,
452,Gizo,SB,85.28,-8.103,156.8419,
453,Wencheng,CN,48.74,33.0559,113.7978,
454,Chor,PK,71.42,25.5167,69.7667,
455,Faya,SA,54.12,18.3851,42.4509,
456,Karabash,RU,30.69,55.4808,60.2157,
457,Suba,PH,83.57,10.8438,121.0102,
458,Caravelas,BR,76.14,-17.7125,-39.2481,
459,Haverfordwest,GB,57.06,51.8017,-4.9691,
460,Zapolyarnyy,RU,27.68,69.4154,30.8136,
461,Tougue,GN,70.07,11.4667,-11.6,
462,Thinadhoo,MV,81.84,0.5333,72.9333,
463,Soyo,AO,75.65,-6.1349,12.3689,
464,Vestmannaeyjar,IS,48.11,63.4427,-20.2734,
465,Bagdarin,RU,10.71,54.4333,113.6,
466,Fortuna,US,49.98,40.5982,-124.1573,
467,Mizdah,LY,55.99,31.4451,12.9801,
468,San Jeronimo,PE,54.7,-11.9472,-75.2829,
469,Ayotzintepec,MX,70.9,17.6667,-96.1333,
470,Poum,NC,76.35,-20.2333,164.0167,
471,Gonaives,HT,77.07,19.45,-72.6833,
472,Vanimo,PG,82.8,-2.6741,141.3028,
473,George Town,MY,80.53,5.4112,100.3354,
474,San Policarpo,PH,82.87,12.1791,125.5072,
475,Shimoda,JP,62.96,34.6667,138.95,
476,Tecozautla,MX,64.92,20.5333,-99.6333,
477,Parang,PH,83.82,7.3704,124.2697,
478,Constantine,DZ,49.41,36.365,6.6147,
479,Camana,PE,64.99,-16.6228,-72.7111,
480,Sur,OM,78.89,22.5667,59.5289,
481,Torbay,CA,36.28,47.6666,-52.7314,
482,Aksarka,RU,-1.01,66.5606,67.7975,
483,Yaan,NG,75.16,7.3833,8.5667,
484,Mizan Teferi,ET,60.51,6.9833,35.5833,
485,Dunedin,NZ,55.8,-45.8742,170.5036,
486,Rio Grande City,US,58.1,26.3798,-98.8203,
487,Susangerd,IR,68.04,31.5608,48.1831,
488,Pisco,PE,64.45,-13.7,-76.2167,
489,Kalianget,ID,84.81,-7.05,113.9333,
490,Maputo,MZ,67.68,-25.9653,32.5892,
491,Hami,CN,32.45,42.8,93.45,
492,Honningsvag,NO,33.55,70.9821,25.9704,
493,Sitka,US,48.09,57.0531,-135.33,
494,Black River,JM,78.53,18.0264,-77.8487,
495,Matagami,CA,21.31,49.7502,-77.6328,
496,Bethanien,,59.85,-26.502,17.1583,
497,Riohacha,CO,76.51,11.5444,-72.9072,
498,Papara,BR,79.68,-3.9839,-38.7273,
499,Rapid Valley,US,24.46,44.0625,-103.1463,
500,Sarangani,PH,83.52,5.4033,125.4636,
501,Felipe Carrillo Puerto,MX,74.46,19.5833,-88.05,
502,Korla,CN,31.51,41.7597,86.1469,
503,Rensvik,NO,48.47,63.1,7.8167,
504,Port Lincoln,AU,58.24,-34.7333,135.8667,
505,Heihe,CN,25.38,50.2441,127.4902,
506,Askiz,RU,31.66,53.1319,90.5264,
507,Lively,CA,27.01,46.4334,-81.1498,
508,Kloulklubed,PW,84.7,7.0419,134.2556,
509,Kannangad,IN,75.07,12.3081,75.1063,
510,Sibu,MY,75.51,2.3,111.8167,
511,Santa Cruz De Las Flores,MX,73.56,20.4833,-103.5,
512,Tomatlan,MX,70.77,19.9333,-105.25,
513,Naze,JP,67.12,28.3667,129.4833,
514,Luderitz,,60.13,-26.6481,15.1594,
515,Royan,FR,57.42,45.6285,-1.0281,
516,Nanortalik,GL,34.18,60.1432,-45.2371,
517,Atar,MR,76.48,20.5169,-13.0499,
518,Chernyshevskiy,RU,-30.46,63.0128,112.4714,
519,Shilong,CN,77.67,23.1123,113.8425,
520,Ust-Ilimsk,RU,30.11,58.0006,102.6619,
